ID,FECHA,ESTATUS,TRANSPORTADORA,GUIA,DEPARTAMENTO,CIUDAD DE DESTINO,TOTAL DE LA ORDEN,PRECIO FLETE,DIAS DE TRANSITO
74042067,2026-05-10,CITA PROGRAMADA,SERVIENTREGA,240051562067,RISARALDA,PEREIRA,77800,36143,3
74040501,2026-05-01,ENTREGADO,SERVIENTREGA,240051560501,RISARALDA,PEREIRA,96200,14835,0
74042117,2026-05-06,EN REEXPEDICION,ENVIA,240051562117,CORDOBA,MONTERIA,98700,42746,1
74041765,2026-05-05,DEVOLUCION,ENVIA,240051561765,HUILA,NEIVA,95900,18459,9
74040141,2026-05-10,ENTREGADO,TCC,240051560141,CALDAS,MANIZALES,57800,14403,1
74040678,2026-05-08,ENTREGADO,ENVIA,240051560678,NARIÑO,PASTO,64900,16662,1
74040461,2026-05-06,ENTREGADO,SERVIENTREGA,240051560461,META,VILLAVICENCIO,61900,15098,0
74040757,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051560757,HUILA,NEIVA,91600,10756,2
74041187,2026-05-08,ENTREGADO,COORDINADORA,240051561187,CUNDINAMARCA,BOGOTA,83100,20548,1
74040236,2026-05-11,ENTREGADO,SERVIENTREGA,240051560236,SANTANDER,BUCARAMANGA,56600,14167,0
74040233,2026-05-04,ENTREGADO,INTERRAPIDISIMO,240051560233,VALLE DEL CAUCA,CALI,48100,21646,1
74040410,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051560410,CALDAS,MANIZALES,49300,21235,0
74041758,2026-05-07,DEVOLUCION,INTERRAPIDISIMO,240051561758,TOLIMA,IBAGUE,84800,23449,6
74040463,2026-05-01,ENTREGADO,INTERRAPIDISIMO,240051560463,CUNDINAMARCA,BOGOTA,80800,20765,1
74040770,2026-05-03,ENTREGADO,COORDINADORA,240051560770,ANTIOQUIA,MEDELLIN,50600,21783,0
74041697,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051561697,SANTANDER,BUCARAMANGA,64700,17682,2
74041570,2026-05-11,ENTREGADO,ENVIA,240051561570,HUILA,NEIVA,78800,23293,2
74042174,2026-05-14,EN REEXPEDICION,ENVIA,240051562174,ATLANTICO,BARRANQUILLA,99800,36492,2
74040729,2026-05-02,ENTREGADO,SERVIENTREGA,240051560729,CUNDINAMARCA,BOGOTA,83100,21588,2
74040999,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051560999,ATLANTICO,BARRANQUILLA,94100,16573,0
74040516,2026-05-04,ENTREGADO,INTERRAPIDISIMO,240051560516,CUNDINAMARCA,BOGOTA,80300,20982,0
74040187,2026-05-10,ENTREGADO,TCC,240051560187,ANTIOQUIA,MEDELLIN,89300,13089,2
74042317,2026-04-30,EN REEXPEDICION,ENVIA,240051562317,BOLIVAR,CARTAGENA,53900,37851,1
74041135,2026-05-02,ENTREGADO,ENVIA,240051561135,TOLIMA,IBAGUE,50600,12405,2
74042329,2026-05-03,EN REPARTO,INTERRAPIDISIMO,240051562329,CALDAS,MANIZALES,90900,13352,1
74040040,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560040,CUNDINAMARCA,BOGOTA,60900,14377,1
74040575,2026-05-07,ENTREGADO,SERVIENTREGA,240051560575,TOLIMA,IBAGUE,64200,11593,0
74040070,2026-05-05,ENTREGADO,SERVIENTREGA,240051560070,HUILA,NEIVA,81800,23814,1
74040074,2026-05-09,ENTREGADO,COORDINADORA,240051560074,ATLANTICO,BARRANQUILLA,68400,16616,2
74042009,2026-05-05,EN ESPERA DE RX,ENVIA,240051562009,CORDOBA,MONTERIA,87300,12888,3
74041700,2026-05-08,ENTREGADO,TCC,240051561700,HUILA,NEIVA,70200,23677,0
74041952,2026-05-05,DEVOLUCION,ENVIA,240051561952,MAGDALENA,SANTA MARTA,45600,12938,14
74041153,2026-05-09,ENTREGADO,INTERRAPIDISIMO,240051561153,RISARALDA,PEREIRA,52500,18879,1
74040805,2026-05-07,ENTREGADO,TCC,240051560805,ATLANTICO,BARRANQUILLA,85000,14361,2
74042254,2026-04-29,EN BODEGA DESTINO,ENVIA,240051562254,RISARALDA,PEREIRA,91100,14606,3
74040993,2026-05-10,ENTREGADO,INTERRAPIDISIMO,240051560993,CORDOBA,MONTERIA,81000,23077,1
74041573,2026-05-06,ENTREGADO,SERVIENTREGA,240051561573,RISARALDA,PEREIRA,83000,14501,1
74040056,2026-05-05,ENTREGADO,COORDINADORA,240051560056,SANTANDER,BUCARAMANGA,97100,17693,0
74040784,2026-05-01,ENTREGADO,INTERRAPIDISIMO,240051560784,CORDOBA,MONTERIA,64900,11182,0
74041770,2026-05-05,DEVOLUCION,ENVIA,240051561770,ANTIOQUIA,MEDELLIN,54900,15093,10
74042025,2026-05-05,EN ESPERA DE RX,ENVIA,240051562025,MAGDALENA,SANTA MARTA,63800,14740,9
74040815,2026-05-13,ENTREGADO,INTERRAPIDISIMO,240051560815,RISARALDA,PEREIRA,67700,13337,2
74040593,2026-04-30,ENTREGADO,ENVIA,240051560593,VALLE DEL CAUCA,CALI,73300,16653,2
74041520,2026-04-30,ENTREGADO,ENVIA,240051561520,SANTANDER,BUCARAMANGA,75300,23799,1
74040077,2026-05-05,ENTREGADO,TCC,240051560077,CALDAS,MANIZALES,84300,16518,2
74041384,2026-05-02,ENTREGADO,ENVIA,240051561384,ATLANTICO,BARRANQUILLA,96300,16854,2
74041027,2026-05-04,ENTREGADO,TCC,240051561027,CORDOBA,MONTERIA,52000,12869,2
74040854,2026-05-04,ENTREGADO,ENVIA,240051560854,NARIÑO,PASTO,63700,17826,0
74042190,2026-05-12,TELEMERCADEO,ENVIA,240051562190,META,VILLAVICENCIO,48600,21541,3
74041163,2026-05-01,ENTREGADO,INTERRAPIDISIMO,240051561163,CUNDINAMARCA,BOGOTA,48400,19266,2
74042343,2026-05-06,EN PROCESAMIENTO,ENVIA,240051562343,MAGDALENA,SANTA MARTA,78500,16957,2
74041172,2026-05-02,ENTREGADO,COORDINADORA,240051561172,ATLANTICO,BARRANQUILLA,45300,17300,2
74040270,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560270,VALLE DEL CAUCA,CALI,57100,23395,2
74042146,2026-05-04,EN PROCESAMIENTO,SERVIENTREGA,240051562146,BOLIVAR,CARTAGENA,73400,21623,3
74040628,2026-05-06,ENTREGADO,TCC,240051560628,TOLIMA,IBAGUE,61400,16394,1
74041568,2026-05-07,ENTREGADO,INTERRAPIDISIMO,240051561568,CORDOBA,MONTERIA,63300,20721,2
74040198,2026-05-06,ENTREGADO,INTERRAPIDISIMO,240051560198,CUNDINAMARCA,BOGOTA,66200,11534,1
74041960,2026-05-07,DEVOLUCION,ENVIA,240051561960,TOLIMA,IBAGUE,66900,14939,5
74040310,2026-04-30,ENTREGADO,INTERRAPIDISIMO,240051560310,CALDAS,MANIZALES,47400,20341,1
74040840,2026-04-29,ENTREGADO,COORDINADORA,240051560840,TOLIMA,IBAGUE,99100,11794,0
74040060,2026-05-08,ENTREGADO,ENVIA,240051560060,SANTANDER,BUCARAMANGA,50200,13818,2
74041753,2026-05-02,DEVOLUCION,TCC,240051561753,NARIÑO,PASTO,46200,14716,13
74042063,2026-05-01,EN REEXPEDICION,ENVIA,240051562063,BOLIVAR,CARTAGENA,53500,37668,1
74041882,2026-05-03,DEVOLUCION,SERVIENTREGA,240051561882,ANTIOQUIA,MEDELLIN,49500,15981,1
74041421,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051561421,CUNDINAMARCA,BOGOTA,76600,17489,1
74040457,2026-04-30,ENTREGADO,ENVIA,240051560457,TOLIMA,IBAGUE,95000,21228,0
74040949,2026-05-11,ENTREGADO,COORDINADORA,240051560949,VALLE DEL CAUCA,CALI,51700,15308,2
74040492,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051560492,SANTANDER,BUCARAMANGA,50700,18318,0
74041635,2026-05-11,ENTREGADO,INTERRAPIDISIMO,240051561635,NARIÑO,PASTO,54300,20691,0
74040426,2026-05-06,ENTREGADO,SERVIENTREGA,240051560426,ANTIOQUIA,MEDELLIN,69400,19111,0
74041763,2026-05-12,DEVOLUCION,ENVIA,240051561763,CUNDINAMARCA,BOGOTA,83400,15087,12
74040570,2026-05-04,ENTREGADO,TCC,240051560570,ANTIOQUIA,MEDELLIN,59700,14301,1
74041130,2026-05-09,ENTREGADO,SERVIENTREGA,240051561130,MAGDALENA,SANTA MARTA,55000,11390,2
74040446,2026-05-09,ENTREGADO,TCC,240051560446,ANTIOQUIA,MEDELLIN,92900,18442,1
74040582,2026-05-03,ENTREGADO,SERVIENTREGA,240051560582,CORDOBA,MONTERIA,65500,22804,0
74040298,2026-05-09,ENTREGADO,SERVIENTREGA,240051560298,ANTIOQUIA,MEDELLIN,90400,23073,2
74040474,2026-05-03,ENTREGADO,SERVIENTREGA,240051560474,BOLIVAR,CARTAGENA,60400,17827,1
74042223,2026-05-07,TELEMERCADEO,ENVIA,240051562223,HUILA,NEIVA,71300,23381,2
74040521,2026-05-06,ENTREGADO,SERVIENTREGA,240051560521,RISARALDA,PEREIRA,75600,23738,0
74040944,2026-05-08,ENTREGADO,SERVIENTREGA,240051560944,HUILA,NEIVA,74000,17384,0
74041994,2026-05-03,RECLAME EN OFICINA,SERVIENTREGA,240051561994,VALLE DEL CAUCA,CALI,48700,12134,2
74041998,2026-05-04,EN ESPERA DE RX,ENVIA,240051561998,CORDOBA,MONTERIA,73800,20907,12
74041780,2026-05-08,DEVOLUCION,ENVIA,240051561780,CUNDINAMARCA,BOGOTA,63500,20565,11
74041385,2026-05-07,ENTREGADO,INTERRAPIDISIMO,240051561385,HUILA,NEIVA,63300,10227,1
74040955,2026-05-07,ENTREGADO,ENVIA,240051560955,CORDOBA,MONTERIA,67400,12207,2
74041601,2026-05-08,ENTREGADO,ENVIA,240051561601,NARIÑO,PASTO,92200,16986,1
74042026,2026-05-12,NOVEDAD,ENVIA,240051562026,CUNDINAMARCA,BOGOTA,80900,14337,7
74041843,2026-05-14,DEVOLUCION,ENVIA,240051561843,CUNDINAMARCA,BOGOTA,75400,23399,11
74041190,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051561190,VALLE DEL CAUCA,CALI,72000,16600,1
74041656,2026-05-10,ENTREGADO,TCC,240051561656,ANTIOQUIA,MEDELLIN,76000,23899,0
74040277,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051560277,NARIÑO,PASTO,86900,22940,2
74041008,2026-05-14,ENTREGADO,COORDINADORA,240051561008,VALLE DEL CAUCA,CALI,52900,20747,2
74041054,2026-05-05,ENTREGADO,COORDINADORA,240051561054,CUNDINAMARCA,BOGOTA,64900,10804,0
74040935,2026-05-03,ENTREGADO,COORDINADORA,240051560935,CALDAS,MANIZALES,83500,15574,0
74041599,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051561599,CORDOBA,MONTERIA,70400,21948,0
74041165,2026-04-30,ENTREGADO,TCC,240051561165,TOLIMA,IBAGUE,86300,17367,1
74040414,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051560414,ANTIOQUIA,MEDELLIN,73000,19355,0
74041433,2026-05-04,ENTREGADO,TCC,240051561433,CUNDINAMARCA,BOGOTA,54900,16595,2
74042000,2026-05-09,NOVEDAD,INTERRAPIDISIMO,240051562000,VALLE DEL CAUCA,CALI,62400,13269,1
74040316,2026-05-05,ENTREGADO,COORDINADORA,240051560316,CALDAS,MANIZALES,93800,16308,1
74040931,2026-05-05,ENTREGADO,TCC,240051560931,ATLANTICO,BARRANQUILLA,53600,11227,0
74040142,2026-05-06,ENTREGADO,TCC,240051560142,BOLIVAR,CARTAGENA,51000,22152,0
74040271,2026-05-07,ENTREGADO,INTERRAPIDISIMO,240051560271,CORDOBA,MONTERIA,60200,18854,2
74042181,2026-05-06,CITA PROGRAMADA,ENVIA,240051562181,MAGDALENA,SANTA MARTA,91500,38773,3
74040821,2026-05-12,ENTREGADO,TCC,240051560821,VALLE DEL CAUCA,CALI,56100,20068,2
74040703,2026-05-11,ENTREGADO,ENVIA,240051560703,HUILA,NEIVA,80900,18091,1
74042332,2026-05-12,TELEMERCADEO,SERVIENTREGA,240051562332,BOLIVAR,CARTAGENA,52300,16990,1
74042271,2026-05-08,EN REEXPEDICION,TCC,240051562271,MAGDALENA,SANTA MARTA,92700,40050,2
74041943,2026-05-04,DEVOLUCION,ENVIA,240051561943,MAGDALENA,SANTA MARTA,99900,11559,13
74040343,2026-05-08,ENTREGADO,TCC,240051560343,MAGDALENA,SANTA MARTA,74600,16242,1
74041185,2026-05-05,ENTREGADO,ENVIA,240051561185,VALLE DEL CAUCA,CALI,99300,12361,2
74040014,2026-05-09,ENTREGADO,INTERRAPIDISIMO,240051560014,NARIÑO,PASTO,67700,15950,2
74040592,2026-05-06,ENTREGADO,ENVIA,240051560592,CUNDINAMARCA,BOGOTA,69900,13037,2
74042089,2026-05-11,EN BODEGA TRANSPORTADORA,SERVIENTREGA,240051562089,TOLIMA,IBAGUE,50600,20866,2
74041674,2026-05-07,ENTREGADO,TCC,240051561674,CUNDINAMARCA,BOGOTA,70900,22707,2
74041469,2026-04-28,ENTREGADO,ENVIA,240051561469,CUNDINAMARCA,BOGOTA,64100,22453,0
74040029,2026-05-04,ENTREGADO,SERVIENTREGA,240051560029,SANTANDER,BUCARAMANGA,67200,21889,1
74040767,2026-05-02,ENTREGADO,TCC,240051560767,ATLANTICO,BARRANQUILLA,94100,23829,1
74041309,2026-05-06,ENTREGADO,TCC,240051561309,CUNDINAMARCA,BOGOTA,68200,23186,0
74041320,2026-05-10,ENTREGADO,COORDINADORA,240051561320,TOLIMA,IBAGUE,72000,11896,0
74040571,2026-05-06,ENTREGADO,COORDINADORA,240051560571,MAGDALENA,SANTA MARTA,65100,14431,0
74040342,2026-04-30,ENTREGADO,INTERRAPIDISIMO,240051560342,RISARALDA,PEREIRA,98200,16469,2
74040864,2026-05-07,ENTREGADO,ENVIA,240051560864,RISARALDA,PEREIRA,66700,14318,0
74041650,2026-05-06,ENTREGADO,COORDINADORA,240051561650,SANTANDER,BUCARAMANGA,62600,19912,2
74042279,2026-04-30,EN REPARTO,SERVIENTREGA,240051562279,MAGDALENA,SANTA MARTA,87500,10121,1
74040728,2026-05-10,ENTREGADO,TCC,240051560728,SANTANDER,BUCARAMANGA,85000,14746,2
74041341,2026-05-06,ENTREGADO,ENVIA,240051561341,SANTANDER,BUCARAMANGA,82600,14682,2
74041361,2026-05-13,ENTREGADO,TCC,240051561361,SANTANDER,BUCARAMANGA,85500,16550,1
74041853,2026-05-08,DEVOLUCION,SERVIENTREGA,240051561853,CORDOBA,MONTERIA,54200,16336,10
74041531,2026-05-07,ENTREGADO,ENVIA,240051561531,NARIÑO,PASTO,67200,13550,1
74042013,2026-05-05,EN ESPERA DE RX,ENVIA,240051562013,CORDOBA,MONTERIA,91200,22819,2
74041803,2026-05-06,DEVOLUCION,INTERRAPIDISIMO,240051561803,CUNDINAMARCA,BOGOTA,99500,10601,5
74041173,2026-04-30,ENTREGADO,ENVIA,240051561173,BOLIVAR,CARTAGENA,61400,15706,0
74040389,2026-04-30,ENTREGADO,ENVIA,240051560389,RISARALDA,PEREIRA,58600,11143,2
74040207,2026-05-10,ENTREGADO,ENVIA,240051560207,MAGDALENA,SANTA MARTA,90600,21906,2
74041984,2026-05-11,RECLAME EN OFICINA,ENVIA,240051561984,CUNDINAMARCA,BOGOTA,62100,12400,6
74040000,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560000,TOLIMA,IBAGUE,77300,21096,1
74041458,2026-05-07,ENTREGADO,ENVIA,240051561458,META,VILLAVICENCIO,87700,18271,0
74040064,2026-05-07,ENTREGADO,COORDINADORA,240051560064,ANTIOQUIA,MEDELLIN,92000,15388,1
74041749,2026-05-09,DEVOLUCION,ENVIA,240051561749,MAGDALENA,SANTA MARTA,81100,21458,1
74040154,2026-05-07,ENTREGADO,TCC,240051560154,BOLIVAR,CARTAGENA,92800,13826,0
74042219,2026-05-10,EN BODEGA DESTINO,SERVIENTREGA,240051562219,CORDOBA,MONTERIA,67800,20090,3
74040319,2026-05-04,ENTREGADO,INTERRAPIDISIMO,240051560319,TOLIMA,IBAGUE,75800,16721,2
74041557,2026-05-12,ENTREGADO,INTERRAPIDISIMO,240051561557,META,VILLAVICENCIO,45200,10380,1
74040005,2026-05-04,ENTREGADO,INTERRAPIDISIMO,240051560005,VALLE DEL CAUCA,CALI,94100,15439,2
74041488,2026-05-05,ENTREGADO,SERVIENTREGA,240051561488,TOLIMA,IBAGUE,46100,12689,2
74041303,2026-05-09,ENTREGADO,INTERRAPIDISIMO,240051561303,NARIÑO,PASTO,74100,18053,2
74040369,2026-05-04,ENTREGADO,ENVIA,240051560369,ANTIOQUIA,MEDELLIN,93000,13025,0
74040327,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051560327,ATLANTICO,BARRANQUILLA,83300,22145,0
74041333,2026-05-06,ENTREGADO,ENVIA,240051561333,META,VILLAVICENCIO,79800,15708,2
74041595,2026-04-29,ENTREGADO,INTERRAPIDISIMO,240051561595,TOLIMA,IBAGUE,91000,13117,0
74040266,2026-05-04,ENTREGADO,TCC,240051560266,CALDAS,MANIZALES,71100,12810,1
74041088,2026-05-06,ENTREGADO,ENVIA,240051561088,SANTANDER,BUCARAMANGA,45200,13801,2
74041100,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051561100,RISARALDA,PEREIRA,52300,13887,0
74041624,2026-05-06,ENTREGADO,TCC,240051561624,SANTANDER,BUCARAMANGA,49000,16684,0
74040562,2026-04-27,ENTREGADO,COORDINADORA,240051560562,CALDAS,MANIZALES,53900,18283,0
74040988,2026-05-03,ENTREGADO,COORDINADORA,240051560988,SANTANDER,BUCARAMANGA,47800,18820,0
74041525,2026-05-08,ENTREGADO,COORDINADORA,240051561525,BOLIVAR,CARTAGENA,66100,16968,0
74042322,2026-05-09,EN PROCESAMIENTO,ENVIA,240051562322,NARIÑO,PASTO,82900,23291,3
74041439,2026-05-09,ENTREGADO,TCC,240051561439,CORDOBA,MONTERIA,61000,20400,1
74040367,2026-05-08,ENTREGADO,SERVIENTREGA,240051560367,CORDOBA,MONTERIA,56200,21650,1
74042129,2026-05-10,INTENTO DE ENTREGA,ENVIA,240051562129,META,VILLAVICENCIO,80400,16071,1
74042211,2026-05-07,EN REPARTO,TCC,240051562211,RISARALDA,PEREIRA,47200,17011,2
74040787,2026-05-04,ENTREGADO,COORDINADORA,240051560787,SANTANDER,BUCARAMANGA,64300,12505,1
74040788,2026-05-13,ENTREGADO,SERVIENTREGA,240051560788,META,VILLAVICENCIO,98800,23441,2
74041687,2026-05-06,ENTREGADO,ENVIA,240051561687,BOLIVAR,CARTAGENA,88200,16421,1
74041198,2026-05-07,ENTREGADO,ENVIA,240051561198,META,VILLAVICENCIO,62000,14806,1
74041865,2026-05-10,DEVOLUCION,INTERRAPIDISIMO,240051561865,CALDAS,MANIZALES,62200,17839,2
74041593,2026-04-29,ENTREGADO,INTERRAPIDISIMO,240051561593,ANTIOQUIA,MEDELLIN,49400,21548,2
74041617,2026-05-03,ENTREGADO,TCC,240051561617,ANTIOQUIA,MEDELLIN,91400,21328,0
74041724,2026-04-28,ENTREGADO,INTERRAPIDISIMO,240051561724,NARIÑO,PASTO,71300,14968,0
74042168,2026-05-02,CITA PROGRAMADA,ENVIA,240051562168,CUNDINAMARCA,BOGOTA,80400,40943,3
74042040,2026-05-07,EN ESPERA DE RX,ENVIA,240051562040,ANTIOQUIA,MEDELLIN,87600,19551,2
74041605,2026-05-02,ENTREGADO,COORDINADORA,240051561605,ANTIOQUIA,MEDELLIN,89500,14583,2
74040811,2026-05-08,ENTREGADO,SERVIENTREGA,240051560811,HUILA,NEIVA,49600,18805,2
74042070,2026-05-07,EN REPARTO,INTERRAPIDISIMO,240051562070,CUNDINAMARCA,BOGOTA,45900,11296,1
74041592,2026-05-06,ENTREGADO,ENVIA,240051561592,NARIÑO,PASTO,64500,20752,2
74040264,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560264,CALDAS,MANIZALES,83400,23308,0
74040649,2026-05-02,ENTREGADO,TCC,240051560649,RISARALDA,PEREIRA,56900,14059,1
74042030,2026-05-12,EN ESPERA DE RX,ENVIA,240051562030,VALLE DEL CAUCA,CALI,95800,18998,13
74041775,2026-05-10,DEVOLUCION,ENVIA,240051561775,CALDAS,MANIZALES,93900,17694,11
74040318,2026-05-02,ENTREGADO,SERVIENTREGA,240051560318,SANTANDER,BUCARAMANGA,78000,17420,1
74041703,2026-05-11,ENTREGADO,COORDINADORA,240051561703,CORDOBA,MONTERIA,68000,11925,0
74040643,2026-05-09,ENTREGADO,SERVIENTREGA,240051560643,HUILA,NEIVA,54600,13799,1
74040677,2026-05-04,ENTREGADO,ENVIA,240051560677,ANTIOQUIA,MEDELLIN,77300,14870,2
74041457,2026-05-12,ENTREGADO,ENVIA,240051561457,VALLE DEL CAUCA,CALI,98300,19595,1
74041504,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051561504,CALDAS,MANIZALES,72000,20517,1
74042057,2026-04-30,EN PROCESAMIENTO,ENVIA,240051562057,BOLIVAR,CARTAGENA,94300,22147,2
74041769,2026-05-04,DEVOLUCION,COORDINADORA,240051561769,BOLIVAR,CARTAGENA,69800,23836,10
74040604,2026-05-02,ENTREGADO,ENVIA,240051560604,NARIÑO,PASTO,54700,11766,1
74041638,2026-05-07,ENTREGADO,ENVIA,240051561638,CORDOBA,MONTERIA,55500,17484,0
74040115,2026-05-06,ENTREGADO,INTERRAPIDISIMO,240051560115,RISARALDA,PEREIRA,91700,17164,0
74040232,2026-04-29,ENTREGADO,TCC,240051560232,CUNDINAMARCA,BOGOTA,49900,15544,2
74042169,2026-05-06,EN PROCESAMIENTO,ENVIA,240051562169,MAGDALENA,SANTA MARTA,66800,17503,2
74040274,2026-05-11,ENTREGADO,SERVIENTREGA,240051560274,CALDAS,MANIZALES,98600,12446,1
74042301,2026-05-05,INTENTO DE ENTREGA,COORDINADORA,240051562301,BOLIVAR,CARTAGENA,65600,15147,1
74041750,2026-05-06,DEVOLUCION,ENVIA,240051561750,META,VILLAVICENCIO,94300,21957,11
74041848,2026-05-12,DEVOLUCION,INTERRAPIDISIMO,240051561848,TOLIMA,IBAGUE,45100,13857,6
74042119,2026-04-29,EN REPARTO,SERVIENTREGA,240051562119,SANTANDER,BUCARAMANGA,85500,19333,2
74041630,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051561630,CUNDINAMARCA,BOGOTA,72900,23503,1
74041139,2026-04-30,ENTREGADO,TCC,240051561139,CALDAS,MANIZALES,86300,12955,1
74041240,2026-05-03,ENTREGADO,COORDINADORA,240051561240,SANTANDER,BUCARAMANGA,82000,16426,1
74040506,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051560506,NARIÑO,PASTO,96200,13750,0
74041631,2026-05-08,ENTREGADO,ENVIA,240051561631,BOLIVAR,CARTAGENA,55000,13995,2
74040776,2026-05-01,ENTREGADO,TCC,240051560776,CUNDINAMARCA,BOGOTA,84300,22003,0
74040030,2026-05-10,ENTREGADO,SERVIENTREGA,240051560030,MAGDALENA,SANTA MARTA,97700,18477,0
74040442,2026-05-06,ENTREGADO,TCC,240051560442,SANTANDER,BUCARAMANGA,56400,13574,2
74041733,2026-05-06,ENTREGADO,ENVIA,240051561733,CORDOBA,MONTERIA,76100,20999,1
74041510,2026-04-30,ENTREGADO,ENVIA,240051561510,TOLIMA,IBAGUE,71000,18472,0
74041270,2026-05-12,ENTREGADO,TCC,240051561270,CUNDINAMARCA,BOGOTA,86800,22875,1
74040847,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051560847,SANTANDER,BUCARAMANGA,52100,12186,1
74040912,2026-05-06,ENTREGADO,SERVIENTREGA,240051560912,NARIÑO,PASTO,86100,12248,1
74041968,2026-05-06,NOVEDAD,SERVIENTREGA,240051561968,BOLIVAR,CARTAGENA,93600,16404,14
74042173,2026-05-07,EN BODEGA ORIGEN,TCC,240051562173,RISARALDA,PEREIRA,76500,17014,1
74041026,2026-05-04,ENTREGADO,COORDINADORA,240051561026,CALDAS,MANIZALES,95700,18872,1
74040300,2026-05-11,ENTREGADO,INTERRAPIDISIMO,240051560300,VALLE DEL CAUCA,CALI,68700,16281,0
74041603,2026-05-04,ENTREGADO,ENVIA,240051561603,RISARALDA,PEREIRA,58300,20617,2
74040612,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560612,ATLANTICO,BARRANQUILLA,97700,21048,2
74040961,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560961,SANTANDER,BUCARAMANGA,59300,22007,1
74042157,2026-05-02,DESPACHADA,ENVIA,240051562157,RISARALDA,PEREIRA,50300,22767,2
74041420,2026-05-10,ENTREGADO,ENVIA,240051561420,META,VILLAVICENCIO,48000,12202,1
74041102,2026-05-05,ENTREGADO,ENVIA,240051561102,CUNDINAMARCA,BOGOTA,96100,19135,0
74040356,2026-05-02,ENTREGADO,ENVIA,240051560356,HUILA,NEIVA,60300,16111,1
74040289,2026-05-06,ENTREGADO,TCC,240051560289,CALDAS,MANIZALES,54600,11931,0
74041954,2026-05-06,DEVOLUCION,ENVIA,240051561954,CALDAS,MANIZALES,66900,13458,11
74041484,2026-05-01,ENTREGADO,COORDINADORA,240051561484,CUNDINAMARCA,BOGOTA,51600,16027,2
74040901,2026-05-03,ENTREGADO,TCC,240051560901,META,VILLAVICENCIO,72800,23579,2
74041904,2026-05-09,DEVOLUCION,TCC,240051561904,CUNDINAMARCA,BOGOTA,91100,12127,10
74040348,2026-05-05,ENTREGADO,SERVIENTREGA,240051560348,BOLIVAR,CARTAGENA,47100,19645,0
74041734,2026-04-28,ENTREGADO,TCC,240051561734,RISARALDA,PEREIRA,82600,13133,0
74041131,2026-05-09,ENTREGADO,SERVIENTREGA,240051561131,MAGDALENA,SANTA MARTA,97600,17091,2
74042165,2026-05-02,DESPACHADA,INTERRAPIDISIMO,240051562165,CORDOBA,MONTERIA,93000,16006,2
74040163,2026-05-10,ENTREGADO,ENVIA,240051560163,CALDAS,MANIZALES,61800,14233,0
74040783,2026-05-06,ENTREGADO,INTERRAPIDISIMO,240051560783,CORDOBA,MONTERIA,58800,18906,1
74040605,2026-05-06,ENTREGADO,COORDINADORA,240051560605,CUNDINAMARCA,BOGOTA,87800,11692,2
74040365,2026-05-07,ENTREGADO,COORDINADORA,240051560365,NARIÑO,PASTO,65000,19303,1
74040245,2026-05-03,ENTREGADO,ENVIA,240051560245,TOLIMA,IBAGUE,93900,11145,1
74041950,2026-05-06,DEVOLUCION,ENVIA,240051561950,CUNDINAMARCA,BOGOTA,63100,10579,6
74041186,2026-05-06,ENTREGADO,TCC,240051561186,TOLIMA,IBAGUE,94800,18093,1
74041936,2026-05-12,DEVOLUCION,ENVIA,240051561936,CUNDINAMARCA,BOGOTA,60700,14233,10
74040716,2026-05-05,ENTREGADO,SERVIENTREGA,240051560716,ANTIOQUIA,MEDELLIN,49600,22696,1
74041930,2026-05-01,DEVOLUCION,ENVIA,240051561930,ANTIOQUIA,MEDELLIN,69100,11194,14
74040237,2026-05-09,ENTREGADO,TCC,240051560237,CORDOBA,MONTERIA,88800,19415,0
74040464,2026-05-08,ENTREGADO,ENVIA,240051560464,ANTIOQUIA,MEDELLIN,68700,11922,1
74041003,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051561003,ANTIOQUIA,MEDELLIN,95100,19136,2
74041787,2026-05-12,DEVOLUCION,ENVIA,240051561787,CUNDINAMARCA,BOGOTA,53800,10933,13
74040717,2026-05-10,ENTREGADO,SERVIENTREGA,240051560717,SANTANDER,BUCARAMANGA,48300,20833,0
