ID,FECHA,ESTATUS,TRANSPORTADORA,NÚMERO GUIA,DEPARTAMENTO DESTINO,CIUDAD DESTINO,VALOR DE COMPRA EN PRODUCTOS,GANANCIA,TOTAL EN PRECIOS DE PROVEEDOR,PRECIO FLETE,COSTO DEVOLUCION FLETE,FECHA DE ÚLTIMO MOVIMIENTO,NOVEDAD,CATEGORÍAS
4899268,10-12-2025,ENTREGADO,BLUE,2174109814,VALPARAISO,CALERA,28900,11907.9,9750,7242.1,0,13-12-2025,,Belleza
4899207,10-12-2025,CANCELADO,BLUE,,VALPARAISO,CALERA,28900,,7990,7242.1,0,10-12-2025,,"Moda, Belleza, Otro"
4899077,10-12-2025,ENTREGADO,STARKEN,259670664,BIO - BIO,CORONEL,28900,14067.5,7990,6842.5,0,12-12-2025,,"Moda, Belleza, Otro"
4899049,10-12-2025,ENTREGADO,STARKEN,259680206,BIO - BIO,SAN ROSENDO,40900,10177.3,22000,8722.7,0,15-12-2025,DIRECCION INCORRECTA,Otro
4898972,10-12-2025,DEVOLUCION,STARKEN,259670669,LOS LAGOS,PUERTO MONTT,28900,,7990,6842.5,6842.5,12-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4898964,10-12-2025,CANCELADO,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,DONIHUE,26990,,7200,7092.4,0,10-12-2025,,Salud
4898752,10-12-2025,ENTREGADO,STARKEN,259645919,VALPARAISO,SANTA MARIA,20990,8897.6,5000,7092.4,0,12-12-2025,,"Cocina, Hogar"
4898715,10-12-2025,EN DESTINO,STARKEN,259670723,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,28900,,7990,5474,0,12-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4898703,10-12-2025,EN REPARTO A DOMICILIO,STARKEN,259670765,ANTOFAGASTA,ANTOFAGASTA,28900,,7990,7259,0,12-12-2025,,"Moda, Belleza, Otro"
4897774,10-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259646868,MAULE,CURICO,31485,,7500,6842.5,0,15-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4897719,10-12-2025,CANCELADO,STARKEN,,BIO - BIO,CONCEPCION,26900,,7990,6842.5,0,13-12-2025,,Belleza
4897673,10-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259677039,ARAUCANIA,TEMUCO,26900,,7990,6842.5,0,16-12-2025,DIRECCION INCORRECTA,Belleza
4897606,10-12-2025,ENTREGADO,BLUE,2175124070,MAULE,VILLA ALEGRE,24900,10761.67,6300,7838.33,0,15-12-2025,,Salud
4897591,10-12-2025,CANCELADO,BLUE,,MAULE,VILLA ALEGRE,37350,,12600,7838.33,0,10-12-2025,,Salud
4897468,10-12-2025,ENTREGADO,STARKEN,259888275,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SANTA CRUZ,26900,11817.6,7990,7092.4,0,16-12-2025,,Belleza
4897245,10-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259888290,ANTOFAGASTA,ANTOFAGASTA,26900,,7990,7259,0,16-12-2025,RECHAZADO POR CLIENTE,Belleza
4896979,10-12-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,LA FLORIDA,26900,,7990,5474,0,11-12-2025,,Belleza
4896563,10-12-2025,CANCELADO,BLUE,,ANTOFAGASTA,CALAMA,30000,,6300,8828.91,0,10-12-2025,,Salud
4895967,10-12-2025,ENTREGADO,BLUE,2174048833,COQUIMBO,LA SERENA,24900,10550.35,6300,8049.65,0,12-12-2025,,Salud
4895884,10-12-2025,ENTREGADO,STARKEN,259824583,ANTOFAGASTA,TOCOPILLA,20990,7898.5,3750,9341.5,0,15-12-2025,,"Belleza, Bienestar"
4895609,10-12-2025,ENTREGADO,BLUE,2175124092,BIO - BIO,TALCAHUANO,24900,10550.35,6300,8049.65,0,15-12-2025,,Salud
4895459,10-12-2025,PICK UP HUB,BLUE,2174048866,ÑUBLE,CHILLAN,24900,,6300,8049.65,0,12-12-2025,NADIE EN CASA REITERADO,Salud
4893856,10-12-2025,ENTREGADO,STARKEN,259671082,LIBERTADOR GENERAL BERNARDO O`HIGGINS,DONIHUE,26990,12697.6,7200,7092.4,0,12-12-2025,,Salud
4890747,10-12-2025,ENTREGADO,STARKEN,259677046,VALPARAISO,QUINTERO,26900,11817.6,7990,7092.4,0,17-12-2025,,Belleza
4890663,10-12-2025,CANCELADO,STARKEN,,BIO - BIO,CORONEL,26900,,7990,6842.5,0,13-12-2025,,Belleza
4889949,10-12-2025,ENTREGADO,STARKEN,259645924,BIO - BIO,CONCEPCION,20990,9147.5,5000,6842.5,0,12-12-2025,,"Cocina, Hogar"
4889356,10-12-2025,ENTREGADO,STARKEN,259677051,METROPOLITANA DE SANTIAGO,TALAGANTE,26900,12960,7990,5950,0,17-12-2025,,Belleza
4889112,09-12-2025,DEVOLUCION,BLUE,2172135766,COQUIMBO,COQUIMBO,24900,,6300,8049.65,8049.65,10-12-2025,,Salud
4888936,09-12-2025,ENTREGADO,STARKEN,259442485,BIO - BIO,CONCEPCION,26900,12067.5,7990,6842.5,0,11-12-2025,,Belleza
4888738,09-12-2025,ENTREGADO,STARKEN,259470019,MAULE,TALCA,20990,10397.5,3750,6842.5,0,11-12-2025,,"Belleza, Bienestar"
4888494,09-12-2025,EN DESTINO,STARKEN,259470081,LIBERTADOR GENERAL BERNARDO O`HIGGINS,PICHILEMU,20990,,3750,8092,0,11-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4888479,09-12-2025,CANCELADO,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,PICHILEMU,31485,,7500,8092,0,09-12-2025,,"Belleza, Bienestar"
4888270,09-12-2025,DEVOLUCION,STARKEN,259439783,VALPARAISO,VALPARAISO,20990,,5000,6426,6426,10-12-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar"
4887981,09-12-2025,EN DESTINO,STARKEN,259465453,VALPARAISO,VILLA ALEMANA,28900,,7990,6426,0,10-12-2025,NO SE UBICA DESTINATARIO,"Moda, Belleza, Otro"
4887865,09-12-2025,ENTREGADO,STARKEN,259460624,VALPARAISO,LA CRUZ,26900,13474,7000,6426,0,11-12-2025,,"Belleza, Hogar, Otro"
4887781,09-12-2025,PICK UP HUB,BLUE,2172136061,METROPOLITANA DE SANTIAGO,LA FLORIDA,37350,,12600,5971.62,0,10-12-2025,,Salud
4887626,09-12-2025,ENTREGADO,BLUE,2172062185,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN VICENTE,26900,12369.86,7000,7530.14,0,10-12-2025,,"Belleza, Hogar, Otro"
4887044,09-12-2025,DEVOLUCION,STARKEN,259470169,LOS LAGOS,PUERTO MONTT,20990,,3750,6842.5,6842.5,11-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4886878,09-12-2025,ENTREGADO,STARKEN,259496105,LIBERTADOR GENERAL BERNARDO O`HIGGINS,REQUINOA,40485,18393,14000,8092,0,10-12-2025,,"Salud, Bienestar"
4886146,09-12-2025,ENTREGADO,STARKEN,259442497,METROPOLITANA DE SANTIAGO,QUILICURA,28900,13676,9750,5474,0,12-12-2025,,Belleza
4886112,09-12-2025,EN DESTINO,STARKEN,259483166,METROPOLITANA DE SANTIAGO,QUILICURA,29900,,3850,5474,0,11-12-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar, Camping"
4885422,09-12-2025,ENTREGADO,BLUE,2172096883,VALPARAISO,CALERA,43350,20127.9,15980,7242.1,0,12-12-2025,,"Moda, Belleza, Otro"
4885322,09-12-2025,ENTREGADO,STARKEN,259465602,ATACAMA,VALLENAR,28900,13389.2,7990,7520.8,0,10-12-2025,,"Moda, Belleza, Otro"
4885158,09-12-2025,ENTREGADO,STARKEN,259460443,ANTOFAGASTA,SAN PEDRO DE ATACAMA,20990,6648.5,5000,9341.5,0,11-12-2025,,"Cocina, Hogar"
4884747,09-12-2025,ENTREGADO,STARKEN,259465744,METROPOLITANA DE SANTIAGO,PAINE,28900,14960,7990,5950,0,10-12-2025,,"Moda, Belleza, Otro"
4883959,09-12-2025,ENTREGADO,STARKEN,259442507,VALPARAISO,HIJUELAS,26900,12484,7990,6426,0,11-12-2025,,Belleza
4883712,09-12-2025,EN DESTINO,STARKEN,259442508,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,57800,,29250,5474,0,12-12-2025,RECHAZADO POR CLIENTE,Belleza
4883116,09-12-2025,ENTREGADO,STARKEN,259460459,METROPOLITANA DE SANTIAGO,BUIN,20990,10040,5000,5950,0,10-12-2025,,"Cocina, Hogar"
4882673,09-12-2025,ENTREGADO,STARKEN,259442477,METROPOLITANA DE SANTIAGO,SAN BERNARDO,28900,13676,9750,5474,0,12-12-2025,,Belleza
4882554,09-12-2025,ENTREGADO,BLUE,2172137155,BIO - BIO,ARAUCO,24900,10205.8,6300,8394.2,0,10-12-2025,,Salud
4882481,09-12-2025,PICK UP HUB,BLUE,2172137170,ÑUBLE,CHILLAN,24900,,6300,8049.65,0,10-12-2025,DIRECCIÓN INCORRECTA,Salud
4881786,09-12-2025,PENDIENTE CONFIRMACION,STARKEN,,COQUIMBO,LA SERENA,26900,,7990,6783,0,09-12-2025,,Belleza
4881511,09-12-2025,ENTREGADO,STARKEN,259474373,ARAUCANIA,LONCOCHE,20990,8397.8,5000,7592.2,0,10-12-2025,NO SE UBICA DESTINATARIO,"Cocina, Hogar"
4880939,09-12-2025,ENTREGADO,BLUE,2172365381,BIO - BIO,CANETE,26990,9962.23,7000,10027.77,0,10-12-2025,,"Salud, Bienestar"
4879664,09-12-2025,ENTREGADO,BLUE,2172137225,COQUIMBO,OVALLE,24900,10550.35,6300,8049.65,0,10-12-2025,,Salud
4879332,09-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259442520,ANTOFAGASTA,ANTOFAGASTA,28900,,9750,7259,0,11-12-2025,DIRECCION INCORRECTA,Belleza
4878666,09-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259470390,METROPOLITANA DE SANTIAGO,SANTIAGO,20990,,3750,5474,0,11-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4878338,09-12-2025,PENDIENTE CONFIRMACION,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,REQUINOA,28900,,7990,8092,0,09-12-2025,,"Moda, Belleza, Otro"
4877574,09-12-2025,ENTREGADO,STARKEN,259345296,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,28900,15436,7990,5474,0,10-12-2025,,"Moda, Belleza, Otro"
4877537,09-12-2025,PENDIENTE CONFIRMACION,BLUE,,METROPOLITANA DE SANTIAGO,PUENTE ALTO,24900,,6300,5971.62,0,09-12-2025,,Salud
4877473,09-12-2025,ENTREGADO,STARKEN,259336939,BIO - BIO,CONCEPCION,26900,12067.5,7990,6842.5,0,10-12-2025,,Belleza
4877347,09-12-2025,ENTREGADO,STARKEN,259336965,ANTOFAGASTA,CALAMA,26900,11651,7990,7259,0,10-12-2025,,Belleza
4876784,08-12-2025,EN DESTINO,STARKEN,259336985,METROPOLITANA DE SANTIAGO,TALAGANTE,26900,,7990,5950,0,11-12-2025,RECHAZADO POR CLIENTE,Belleza
4876740,08-12-2025,ENTREGADO,STARKEN,259365401,METROPOLITANA DE SANTIAGO,PENAFLOR,28900,13200,9750,5950,0,11-12-2025,,Belleza
4876526,08-12-2025,EN DESTINO,STARKEN,259340980,COQUIMBO,ILLAPEL,26900,,7000,7520.8,0,09-12-2025,,"Belleza, Hogar, Otro"
4876464,08-12-2025,ENTREGADO,STARKEN,259337007,VALPARAISO,VINA DEL MAR,26900,12484,7990,6426,0,12-12-2025,,Belleza
4875590,08-12-2025,ENTREGADO,STARKEN,259337039,VALPARAISO,CONCON,26900,12484,7990,6426,0,12-12-2025,,Belleza
4875034,08-12-2025,PENDIENTE CONFIRMACION,STARKEN,,ANTOFAGASTA,CALAMA,26990,,7000,7259,0,08-12-2025,,"Salud, Bienestar"
4874822,08-12-2025,ENTREGADO,STARKEN,259345371,LOS LAGOS,PUERTO MONTT,28900,14067.5,7990,6842.5,0,10-12-2025,,"Moda, Belleza, Otro"
4874342,08-12-2025,ENTREGADO,STARKEN,259337054,BIO - BIO,TOME,26900,11317.8,7990,7592.2,0,12-12-2025,,Belleza
4872814,08-12-2025,ENTREGADO,STARKEN,259345670,METROPOLITANA DE SANTIAGO,MELIPILLA,28900,14246,7990,6664,0,10-12-2025,,"Moda, Belleza, Otro"
4872682,08-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259319822,ARAUCANIA,TOLTEN,26990,,7000,8722.7,0,10-12-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4872507,08-12-2025,ENTREGADO,STARKEN,259319823,LIBERTADOR GENERAL BERNARDO O`HIGGINS,PEUMO,40485,18393,14000,8092,0,10-12-2025,,"Salud, Bienestar"
4872402,08-12-2025,ENTREGADO,STARKEN,259337097,VALPARAISO,VALPARAISO,26900,12484,7990,6426,0,10-12-2025,,Belleza
4872221,08-12-2025,ENTREGADO,STARKEN,259337110,LOS LAGOS,CALBUCO,28900,12307.5,9750,6842.5,0,12-12-2025,,Belleza
4871678,08-12-2025,ENTREGADO,STARKEN,259338009,LOS LAGOS,PUERTO MONTT,20990,9147.5,5000,6842.5,0,10-12-2025,,"Cocina, Hogar"
4871305,08-12-2025,ENTREGADO,STARKEN,259365414,BIO - BIO,LOS ALAMOS,26900,11317.8,7990,7592.2,0,10-12-2025,,Belleza
4871184,08-12-2025,PENDIENTE CONFIRMACION,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,RANCAGUA,43350,,15980,6426,0,08-12-2025,,"Moda, Belleza, Otro"
4871098,08-12-2025,DEVOLUCION,STARKEN,259377538,VALPARAISO,VALPARAISO,28900,,7990,6426,6426,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4871027,08-12-2025,ENTREGADO,STARKEN,259337164,BIO - BIO,MULCHEN,26900,11317.8,7990,7592.2,0,10-12-2025,,Belleza
4870791,08-12-2025,ENTREGADO,BLUE,2171081242,ARAUCANIA,LAUTARO,24900,10066.83,6300,8533.17,0,10-12-2025,,Salud
4870564,08-12-2025,ENTREGADO,STARKEN,259345960,ANTOFAGASTA,TOCOPILLA,28900,11568.5,7990,9341.5,0,10-12-2025,,"Moda, Belleza, Otro"
4870387,08-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259345967,LIBERTADOR GENERAL BERNARDO O`HIGGINS,MACHALI,43350,,15980,7092.4,0,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4870261,08-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259337180,ATACAMA,COPIAPO,28900,,9750,6783,0,10-12-2025,RECHAZADO POR CLIENTE,Belleza
4869896,08-12-2025,ENTREGADO,STARKEN,259338035,VALPARAISO,VALPARAISO,20990,9564,5000,6426,0,10-12-2025,,"Cocina, Hogar"
4869735,08-12-2025,ENTREGADO,STARKEN,259364807,ATACAMA,COPIAPO,20990,9207,5000,6783,0,10-12-2025,,"Cocina, Hogar"
4869168,08-12-2025,ENTREGADO,STARKEN,259338055,BIO - BIO,CORONEL,20990,9147.5,5000,6842.5,0,10-12-2025,,"Cocina, Hogar"
4868632,08-12-2025,PENDIENTE CONFIRMACION,STARKEN,,ÑUBLE,NIQUEN,26990,,7000,8722.7,0,08-12-2025,,"Salud, Bienestar"
4867900,08-12-2025,ENTREGADO,STARKEN,259337241,METROPOLITANA DE SANTIAGO,LAMPA,26900,12960,7990,5950,0,10-12-2025,,Belleza
4867629,08-12-2025,ENTREGADO,STARKEN,259338093,LOS LAGOS,LLANQUIHUE,20990,7267.3,5000,8722.7,0,10-12-2025,,"Cocina, Hogar"
4867109,08-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259346754,ANTOFAGASTA,ANTOFAGASTA,28900,,7990,7259,0,10-12-2025,NO SE UBICA DESTINATARIO,"Moda, Belleza, Otro"
4866611,08-12-2025,ENTREGADO,STARKEN,259337273,BIO - BIO,CONCEPCION,28900,12307.5,9750,6842.5,0,10-12-2025,,Belleza
4866189,08-12-2025,ENTREGADO,STARKEN,259337299,ANTOFAGASTA,ANTOFAGASTA,26900,11651,7990,7259,0,13-12-2025,NO SE UBICA DESTINATARIO,Belleza
4865735,08-12-2025,DEVOLUCION A REMITENTE,BLUE,2170909285,LOS RIOS,MARIQUINA,20990,,3750,8179.52,0,10-12-2025,DESTINATARIO RECHAZA ENTREGA,"Belleza, Bienestar"
4865226,08-12-2025,DEVOLUCION,BLUE,2171081334,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN VICENTE,24900,,6300,7838.33,7838.33,10-12-2025,NADIE EN CASA REITERADO,Salud
4864210,08-12-2025,ENTREGADO,STARKEN,259338125,METROPOLITANA DE SANTIAGO,CERRILLOS,20990,10516,5000,5474,0,09-12-2025,,"Cocina, Hogar"
4864127,08-12-2025,ENTREGADO,STARKEN,259319845,LOS LAGOS,CALBUCO,26990,13147.5,7000,6842.5,0,10-12-2025,,"Salud, Bienestar"
4863647,08-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259346852,METROPOLITANA DE SANTIAGO,TALAGANTE,28900,,7990,5950,0,10-12-2025,DIRECCION INCORRECTA,"Moda, Belleza, Otro"
4863274,07-12-2025,DEVOLUCION,STARKEN,259346870,VALPARAISO,QUILLOTA,28900,,7990,6426,6426,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4863110,07-12-2025,PENDIENTE CONFIRMACION,STARKEN,,BIO - BIO,CONCEPCION,31485,,7500,6842.5,0,07-12-2025,,"Belleza, Bienestar"
4863002,07-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259338160,METROPOLITANA DE SANTIAGO,RECOLETA,20990,,5000,5474,0,09-12-2025,DIRECCION INCORRECTA,"Cocina, Hogar"
4862914,07-12-2025,EN DESTINO,STARKEN,259337294,METROPOLITANA DE SANTIAGO,PADRE HURTADO,26900,,7990,5950,0,10-12-2025,RECHAZADO POR CLIENTE,Belleza
4862626,07-12-2025,EN DESTINO,STARKEN,259346922,METROPOLITANA DE SANTIAGO,LA PINTANA,28900,,7990,5474,0,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4862494,07-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259319846,METROPOLITANA DE SANTIAGO,CERRILLOS,40485,,14000,5474,0,10-12-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4862385,07-12-2025,EN DESTINO,STARKEN,259319852,METROPOLITANA DE SANTIAGO,CERRILLOS,40485,,14000,5474,0,10-12-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4861779,07-12-2025,ENTREGADO,STARKEN,259346943,METROPOLITANA DE SANTIAGO,CERRO NAVIA,28900,15436,7990,5474,0,10-12-2025,,"Moda, Belleza, Otro"
4861104,07-12-2025,EN DESTINO,STARKEN,259346954,METROPOLITANA DE SANTIAGO,MAIPU,28900,,7990,5474,0,10-12-2025,,"Moda, Belleza, Otro"
4860968,07-12-2025,DEVOLUCION,STARKEN,259337326,BIO - BIO,CABRERO,26900,,7990,6842.5,6842.5,10-12-2025,RECHAZADO POR CLIENTE,Belleza
4859963,07-12-2025,EN DESTINO,STARKEN,259337358,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,28900,,9750,5474,0,10-12-2025,RECHAZADO POR CLIENTE,Belleza
4859692,07-12-2025,ENTREGADO,STARKEN,259337378,METROPOLITANA DE SANTIAGO,RENCA,26900,13436,7990,5474,0,10-12-2025,,Belleza
4859633,07-12-2025,ENTREGADO,STARKEN,259337390,ARAUCANIA,ANGOL,26900,12067.5,7990,6842.5,0,10-12-2025,,Belleza
4858948,07-12-2025,ENTREGADO,STARKEN,259337414,ANTOFAGASTA,ANTOFAGASTA,26900,11651,7990,7259,0,10-12-2025,,Belleza
4858716,07-12-2025,ENTREGADO,STARKEN,259337447,LOS LAGOS,PUERTO MONTT,28900,12307.5,9750,6842.5,0,12-12-2025,,Belleza
4858685,07-12-2025,DEVOLUCION,STARKEN,259346997,BIO - BIO,YUMBEL,43350,,15980,7592.2,7592.2,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4858605,07-12-2025,EN DESTINO,STARKEN,259330493,ATACAMA,VALLENAR,20990,,3750,7520.8,0,10-12-2025,,"Belleza, Bienestar"
4858280,07-12-2025,ENTREGADO,STARKEN,259319865,VALPARAISO,VALPARAISO,40485,20059,14000,6426,0,10-12-2025,,"Salud, Bienestar"
4857357,07-12-2025,ENTREGADO,BLUE,2171081345,VALPARAISO,VINA DEL MAR,24900,11329.61,6300,7270.39,0,10-12-2025,,Salud
4857338,07-12-2025,ENTREGADO,STARKEN,259338171,MAULE,CURICO,20990,9147.5,5000,6842.5,0,11-12-2025,,"Cocina, Hogar"
4857158,07-12-2025,ENTREGADO,STARKEN,259338202,COQUIMBO,LA SERENA,20990,9207,5000,6783,0,10-12-2025,,"Cocina, Hogar"
4857122,07-12-2025,ENTREGADO,BLUE,2171081500,COQUIMBO,LA SERENA,37350,16700.36,12600,8049.65,0,10-12-2025,,Salud
4856654,07-12-2025,PENDIENTE CONFIRMACION,STARKEN,,ÑUBLE,CHILLAN,26900,,7990,6842.5,0,07-12-2025,,Belleza
4856466,07-12-2025,EN DESTINO,STARKEN,259347729,METROPOLITANA DE SANTIAGO,LA GRANJA,28900,,7990,5474,0,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4855859,07-12-2025,ENTREGADO,STARKEN,259347068,COQUIMBO,VICUNA,28900,14127,7990,6783,0,10-12-2025,,"Moda, Belleza, Otro"
4854593,07-12-2025,EN DESTINO,STARKEN,259347092,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,28900,,7990,5474,0,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4854571,07-12-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,43350,,15980,5474,0,07-12-2025,,"Moda, Belleza, Otro"
4854202,07-12-2025,DEVOLUCION,STARKEN,259338190,ARAUCANIA,LAUTARO,20990,,5000,6842.5,6842.5,11-12-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar"
4854128,07-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259337474,BIO - BIO,TALCAHUANO,26900,,7990,6842.5,0,10-12-2025,DIRECCION INCORRECTA,Belleza
4854108,07-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259337513,ANTOFAGASTA,ANTOFAGASTA,26900,,7990,7259,0,11-12-2025,RECHAZADO POR CLIENTE,Belleza
4853547,07-12-2025,ENTREGADO,STARKEN,259337528,LOS LAGOS,PUERTO MONTT,26900,12067.5,7990,6842.5,0,10-12-2025,,Belleza
4853110,07-12-2025,ENTREGADO,STARKEN,259337555,BIO - BIO,CONCEPCION,26900,12067.5,7990,6842.5,0,10-12-2025,,Belleza
4852769,07-12-2025,EN DESTINO,STARKEN,259347105,METROPOLITANA DE SANTIAGO,SAN MIGUEL,43350,,15980,5474,0,10-12-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4852492,07-12-2025,EN DESTINO,STARKEN,259347110,METROPOLITANA DE SANTIAGO,LA FLORIDA,28900,,7990,5474,0,10-12-2025,DIRECCION INCORRECTA,"Moda, Belleza, Otro"
4852371,07-12-2025,ENTREGADO,STARKEN,259365463,MAULE,MAULE,26900,11317.8,7990,7592.2,0,10-12-2025,,Belleza
4852140,07-12-2025,ENTREGADO,STARKEN,259377536,METROPOLITANA DE SANTIAGO,RECOLETA,43350,21896,15980,5474,0,10-12-2025,,"Moda, Belleza, Otro"
4852139,07-12-2025,ENTREGADO,BLUE,2171081533,VALPARAISO,VINA DEL MAR,24900,11329.61,6300,7270.39,0,10-12-2025,,Salud
4851948,07-12-2025,ENTREGADO,STARKEN,259337584,ÑUBLE,SAN CARLOS,26900,12067.5,7990,6842.5,0,12-12-2025,,Belleza
4851884,07-12-2025,ENTREGADO,STARKEN,259347142,METROPOLITANA DE SANTIAGO,LAS CONDES,28900,15436,7990,5474,0,10-12-2025,,"Moda, Belleza, Otro"
4851738,07-12-2025,ENTREGADO,STARKEN,259337602,VALPARAISO,VINA DEL MAR,26900,12484,7990,6426,0,10-12-2025,,Belleza
4851509,07-12-2025,CANCELADO,STARKEN,,COQUIMBO,LA SERENA,26900,,7990,6783,0,09-12-2025,,Belleza
4851483,07-12-2025,DEVOLUCION,STARKEN,259337609,COQUIMBO,LA SERENA,26900,,7990,6783,6783,12-12-2025,RECHAZADO POR CLIENTE,Belleza
4851411,07-12-2025,DEVOLUCION,STARKEN,259330534,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SANTA CRUZ,52475,,11250,7092.4,7092.4,10-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4851384,07-12-2025,ENTREGADO,BLUE,2170992983,ATACAMA,EL SALVADOR,26900,9508.09,7000,10391.91,0,09-12-2025,,"Belleza, Hogar, Otro"
4851345,07-12-2025,ENTREGADO,STARKEN,259347179,ANTOFAGASTA,CALAMA,43350,20111,15980,7259,0,10-12-2025,,"Moda, Belleza, Otro"
4851338,07-12-2025,EN DESTINO,STARKEN,259330560,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SANTA CRUZ,31485,,7500,7092.4,0,10-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4850961,06-12-2025,PENDIENTE CONFIRMACION,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,RANCAGUA,20990,,5000,6426,0,06-12-2025,,"Cocina, Hogar"
4850951,06-12-2025,NOVEDAD SOLUCIONADA,STARKEN,259319901,MAULE,MAULE,26990,,7000,7592.2,0,10-12-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4850923,06-12-2025,ENTREGADO,STARKEN,259337631,ÑUBLE,SAN IGNACIO,26900,10187.3,7990,8722.7,0,11-12-2025,,Belleza
4850507,06-12-2025,PENDIENTE CONFIRMACION,STARKEN,,LOS LAGOS,PUERTO MONTT,26900,,7990,6842.5,0,06-12-2025,,Belleza
4850425,06-12-2025,ENTREGADO,BLUE,2171081592,COQUIMBO,LA SERENA,24900,10550.35,6300,8049.65,0,10-12-2025,,Salud
4850416,06-12-2025,EN REPARTO A DOMICILIO,STARKEN,259319903,ANTOFAGASTA,TOCOPILLA,40485,,14000,9341.5,0,10-12-2025,,"Salud, Bienestar"
4850406,06-12-2025,ENTREGADO,STARKEN,259319889,LOS LAGOS,OSORNO,40485,19642.5,14000,6842.5,0,10-12-2025,,"Salud, Bienestar"
4850372,06-12-2025,ENTREGADO,BLUE,2171033060,METROPOLITANA DE SANTIAGO,ISLA DE MAIPO,28900,14938.38,7990,5971.62,0,12-12-2025,,"Moda, Belleza, Otro"
4850318,06-12-2025,ENTREGADO,BLUE,2170993016,VALPARAISO,CALERA,26900,12657.9,7000,7242.1,0,09-12-2025,,"Belleza, Hogar, Otro"
4849914,06-12-2025,DEVOLUCION,STARKEN,259330572,VALPARAISO,CABILDO,20990,,3750,7092.4,7092.4,10-12-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4849748,06-12-2025,ENTREGADO,STARKEN,259337678,ANTOFAGASTA,ANTOFAGASTA,26900,11651,7990,7259,0,10-12-2025,,Belleza
4848877,06-12-2025,ENTREGADO,STARKEN,259337703,METROPOLITANA DE SANTIAGO,SAN BERNARDO,26900,13436,7990,5474,0,10-12-2025,,Belleza
4848731,06-12-2025,DEVOLUCION,STARKEN,259365476,MAULE,TALCA,28900,,9750,6842.5,6842.5,10-12-2025,RECHAZADO POR CLIENTE,Belleza
